fuente|authors|author_full_names|Author_ID|title|year|source_title|volume|issue|art|page_start|page_end|page_count|cited_by|DOI|link|abstract|author_Keywords|index_keywords|document_type|publication_stage|open_access|source|EID
scopus||||AISTA 2022 - Proceedings of the 2nd ACM International Workshop on AI and Software Testing/Analysis, Co-located with ISSTA 2022|2022|AISTA 2022 - Proceedings of the 2nd ACM International Workshop on AI and Software Testing/Analysis, Co-located with ISSTA 2022||||||23|0||https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137183870&partnerID=40&md5=582f42bb2bbe41c229c111040e584450|The proceedings contain 3 papers. The topics discussed include: TEESlice: slicing DNN models for secure and efficient deployment; test case prioritization based on neural networks classification; and Bugsby: a tool support for bug triage automation. |||Conference review|Final||Scopus|2-s2.0-85137183870
scopus|Li W.; Spatola Rossi C.; Coulon F.; Yang Z.|Li, Wenliang (57259433700); Spatola Rossi, Carla (58131211400); Coulon, Frederic (55887153000); Yang, Zhugen (57411789900)|57259433700; 58131211400; 55887153000; 57411789900|Smartphone-based sensors for water quality|2023|Comprehensive Analytical Chemistry|101|||197|221|24|1|10.1016/bs.coac.2023.02.006|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152579874&doi=10.1016%2fbs.coac.2023.02.006&partnerID=40&md5=ea1825807bb48540bdc17317dba4e79b|According to United States Geological Survey, water quality refers to suitability measurements on physical, chemical, and biological characteristics for usages. Since water is largely involved in anthropogenic activities, water quality is of grave importance. Rapid sensors are essential for providing an accurate and timely assessment of water contaminants in rural and remote areas. Current technologies are largely dependent on the laboratory infrastructure and experienced personnel, and the detection procedures and data analysis are time-consuming. The emergence of smartphone-based technology has enabled real-time and automated testing for a plethora of contaminants in water, especially in resource limited settings. Smartphone-based sensing platforms have the capability of providing multiple functions, e.g., using cameras to capture fluorescent and colorimetric images, and software applications for automated data interpretation and statistical analysis. Furthermore, smartphone-based applications, offer the possibility to share the data from one user to the next, enabling rapid communication between centralized laboratories and the onsite testing location. In this chapter, we provide a summary of novel smartphone-based sensing techniques and their application on various aspects of water analysis, including monitoring physical and chemical properties of water, as well as chemicals and biological contaminants. Smartphone-based sensing technology has shown excellent performance to conventional techniques, while considerably reducing the detection times and complexity of detection procedures. Future advances in artificial intelligence and Internet of Things have the potential to further enhance sensing platforms by reducing human intervention, increasing analytical sensitivities, and providing much needed connectivity between testing locations and laboratories worldwide. © 2023 Elsevier B.V.|Environmental monitoring; Public health; Smartphone-based sensing technology; Water analysis||Book chapter|Final||Scopus|2-s2.0-85152579874
scopus|Cvitic P.H.; Dobslaw F.; De Oliveira Neto F.G.|Cvitic, Petya Hristova (58293968400); Dobslaw, Felix (36442335300); De Oliveira Neto, Francisco Gomes (35247739300)|58293968400; 36442335300; 35247739300|Investigating Software Testing and Maintenance of Open-Source Distributed Ledger|2023|Proceedings - 2023 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2023||||886|896|10|1|10.1109/SANER56733.2023.00107|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160513883&doi=10.1109%2fSANER56733.2023.00107&partnerID=40&md5=9d0f6df880e60361ec6a0d344e1655ce|A distributed ledger is the backbone of all blockchain solutions. It provides a shared database spreading across a network of nodes. The number of DL solutions and their implementations has grown in recent years. Besides the architectural and performance promises of thesesolutions, organizations seekingto implement DL also need to consider the overall quality of the software available and its ecosystem. Particularly, previous research has identified the need to better understand the testing and maintenance practices behind these types of technologies. This paper investigates the testing and maintenance of 18 different open-source projects that implement distributed ledgers. We perform a manual inspection of test artefacts and mine the history of commits, issues and contributors of the chosen projects to understand the landscape of testing and maintenance in these projects. Our findings suggest that unit and integration tests are present in most projects, they do not follow a holistic system testing approach. Moreover, projects rely on a small team of core contributors (5 on average). While the projects are continuously maintained, larger changes are uncommon. Our results can be used for benchmarking and pinpointing areas of improvement for the development of distributed ledgers. © 2023 IEEE.|blockchain; distributed ledger; software maintenance; software testing|Computer software maintenance; Distributed ledger; Integration testing; Open source software; Open systems; Block-chain; Maintenance practices; Manual inspection; Open source projects; Open-source; Overall quality; Performance; Software testings; Testing and maintenance; Type of technology; Blockchain|Conference paper|Final||Scopus|2-s2.0-85160513883
scopus|Tian Z.; Chen J.; Zhu Q.; Yang J.; Zhang L.|Tian, Zhao (57214692436); Chen, Junjie (57145642900); Zhu, Qihao (59718923000); Yang, Junjie (58080825900); Zhang, Lingming (57203347002)|57214692436; 57145642900; 59718923000; 58080825900; 57203347002|Learning to Construct Better Mutation Faults|2022|ACM International Conference Proceeding Series|||64||||24|10.1145/3551349.3556949|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146951978&doi=10.1145%2f3551349.3556949&partnerID=40&md5=d39a3a915ab0b20398a08e4c2e6d6f41|Mutation faults are the core of mutation testing and have been widely used in many other software testing and debugging tasks. Hence, constructing high-quality mutation faults is critical. There are many traditional mutation techniques that construct syntactic mutation faults based on a limited set of manually-defined mutation operators. To improve them, the state-of-the-art deep-learning (DL) based technique (i.e., DeepMutation) has been proposed to construct mutation faults by learning from real faults via classic sequence-to-sequence neural machine translation (NMT). However, its performance is not satisfactory since it cannot ensure syntactic correctness of constructed mutation faults and suffers from the effectiveness issue due to the huge search space and limited features by simply treating each targeted method as a token stream. In this work, we propose a novel DL-based mutation technique (i.e., LEAM) to overcome the limitations of both traditional techniques and DeepMutation. LEAM adapts the syntax-guided encoder-decoder architecture by extending a set of grammar rules specific to our mutation task, to guarantee syntactic correctness of constructed mutation faults. Instead of predicting a sequence of tokens one by one to form a whole mutated method, it predicts the statements to be mutated under the context of the targeted method to reduce search space, and then predicts grammar rules for mutation fault construction based on both semantic and structural features in AST. We conducted an extensive study to evaluate LEAM based on the widely-used Defects4J benchmark. The results demonstrate that the mutation faults constructed by LEAM can not only better represent real faults than two state-of-the-art traditional techniques (i.e., Major and PIT) and DeepMutation, but also substantially boost two important downstream applications of mutation faults, i.e., test case prioritization and fault localization.  © 2022 ACM.|Deep Learning; Fault Injection; Mutation Testing|Deep learning; Program debugging; Semantics; Software testing; Deep learning; Fault injection; Grammar rules; High quality; Mutation testing; Search spaces; Software Testing and Debugging; State of the art; Syntactic mutation; Traditional techniques; Syntactics|Conference paper|Final||Scopus|2-s2.0-85146951978
scopus|Chatterjee A.; Ahmed B.S.; Hallin E.; Engman A.|Chatterjee, Ayan (57807545700); Ahmed, Bestoun S. (56591882100); Hallin, Erik (57847489500); Engman, Anton (57847489600)|57807545700; 56591882100; 57847489500; 57847489600|Testing of machine learning models with limited samples: an industrial vacuum pumping application|2022|ESEC/FSE 2022 - Proceedings of the 30th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering||||1280|1290|10|2|10.1145/3540250.3558943|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143079890&doi=10.1145%2f3540250.3558943&partnerID=40&md5=b2b46a4d1460bb47e0c61cdca9a0f001|There is often a scarcity of training data for machine learning (ML) classification and regression models in industrial production, especially for time-consuming or sparsely run manufacturing processes. Traditionally, a majority of the limited ground-truth data is used for training, while a handful of samples are left for testing. In that case, the number of test samples is inadequate to properly evaluate the robustness of the ML models under test (i.e., the system under test) for classification and regression. Furthermore, the output of these ML models may be inaccurate or even fail if the input data differ from the expected. This is the case for ML models used in the Electroslag Remelting (ESR) process in the refined steel industry to predict the pressure in a vacuum chamber. A vacuum pumping event that occurs once a workday generates a few hundred samples in a year of pumping for training and testing. In the absence of adequate training and test samples, this paper first presents a method to generate a fresh set of augmented samples based on vacuum pumping principles. Based on the generated augmented samples, three test scenarios and one test oracle are presented to assess the robustness of an ML model used for production on an industrial scale. Experiments are conducted with real industrial production data obtained from Uddeholms AB steel company. The evaluations indicate that Ensemble and Neural Network are the most robust when trained on augmented data using the proposed testing strategy. The evaluation also demonstrates the proposed method's effectiveness in checking and improving ML algorithms' robustness in such situations. The work improves software testing's state-of-the-art robustness testing in similar settings. Finally, the paper presents an MLOps implementation of the proposed approach for real-time ML model prediction and action on the edge node and automated continuous delivery of ML software from the cloud.  © 2022 Owner/Author.|data augmentation; data decomposition; machine learning; mlops; software testing; vacuum pumping|Classification (of information); Learning algorithms; Machine learning; Manufacture; Regression analysis; Software testing; Steelmaking; Testing; Data augmentation; Data decomposition; Industrial production; Machine learning models; Machine-learning; Mlops; Pumping applications; Software testings; Test samples; Vacuum pumping; Application programs|Conference paper|Final|All Open Access; Bronze Open Access; Green Open Access|Scopus|2-s2.0-85143079890
scopus|Kukushkin K.; Ryabov Y.; Borovkov A.|Kukushkin, Kuzma (57208472576); Ryabov, Yury (57200114015); Borovkov, Alexey (8840090300)|57208472576; 57200114015; 8840090300|Digital Twins: A Systematic Literature Review Based on Data Analysis and Topic Modeling|2022|Data|7|12|173||||54|10.3390/data7120173|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144595103&doi=10.3390%2fdata7120173&partnerID=40&md5=8626b57e7ee02faf6715cefab4d55af8|The digital twin has recently become a popular topic in research related to manufacturing, such as Industry 4.0, the industrial internet of things, and cyber-physical systems. In addition, digital twins are the focus of several research areas: construction, urban management, digital transformation of the economy, medicine, virtual reality, software testing, and others. The concept is not yet fully defined, its scope seems unlimited, and the topic is relatively new; all this can present a barrier to research. The main goal of this paper is to develop a proper methodology for visualizing the digital-twin science landscape using modern bibliometric tools, text-mining and topic-modeling, based on machine learning models—Latent Dirichlet Allocation (LDA) and BERTopic (Bidirectional Encoder Representations from Transformers). The scope of the study includes 8693 publications on the topic selected from the Scopus database, published between January 1993 and September 2022. Keyword co-occurrence analysis and topic-modeling indicate that studies on digital twins are still in the early stage of development. At the same time, the core of the topic is growing, and some topic clusters are emerging. More than 100 topics can be identified; the most popular and fastest-growing topic is ‘digital twins of industrial robots, production lines and objects.’ Further efforts are needed to verify the proposed methodology, which can be achieved by analyzing other research fields. © 2022 by the authors.|BERTopic; bibliometrics; data analysis; digital twin; LDA model; machine learning; systematic literature review; topic-modeling|Data handling; E-learning; Embedded systems; Industrial research; Industrial robots; Information analysis; Software testing; Statistics; Virtual reality; Allocation model; Bertopic; Bibliometric; Cyber-physical systems; Data analysis models; Latent Dirichlet allocation; Latent dirichlet allocation model; Machine-learning; Systematic literature review; Topic Modeling; Machine learning|Article|Final|All Open Access; Gold Open Access|Scopus|2-s2.0-85144595103
scopus|Huang J.-T.; Zhang J.; Wang W.; He P.; Su Y.; Lyu M.R.|Huang, Jen-Tse (57606518100); Zhang, Jianping (57609185000); Wang, Wenxuan (57386731700); He, Pinjia (56241158600); Su, Yuxin (56717004400); Lyu, Michael R. (7006811415)|57606518100; 57609185000; 57386731700; 56241158600; 56717004400; 7006811415|AEON: A method for automatic evaluation of NLP test cases|2022|ISSTA 2022 - Proceedings of the 31st ACM SIGSOFT International Symposium on Software Testing and Analysis||||202|214|12|17|10.1145/3533767.3534394|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136809594&doi=10.1145%2f3533767.3534394&partnerID=40&md5=28cdf9adb24897b33c26251d9011e542|Due to the labor-intensive nature of manual test oracle construction, various automated testing techniques have been proposed to enhance the reliability of Natural Language Processing (NLP) software. In theory, these techniques mutate an existing test case (e.g., a sentence with its label) and assume the generated one preserves an equivalent or similar semantic meaning and thus, the same label. However, in practice, many of the generated test cases fail to preserve similar semantic meaning and are unnatural (e.g., grammar errors), which leads to a high false alarm rate and unnatural test cases. Our evaluation study finds that 44% of the test cases generated by the state-of-The-Art (SOTA) approaches are false alarms. These test cases require extensive manual checking effort, and instead of improving NLP software, they can even degrade NLP software when utilized in model training. To address this problem, we propose AEON for Automatic Evaluation Of NLP test cases. For each generated test case, it outputs scores based on semantic similarity and language naturalness. We employ AEON to evaluate test cases generated by four popular testing techniques on five datasets across three typical NLP tasks. The results show that AEON aligns the best with human judgment. In particular, AEON achieves the best average precision in detecting semantic inconsistent test cases, outperforming the best baseline metric by 10%. In addition, AEON also has the highest average precision of finding unnatural test cases, surpassing the baselines by more than 15%. Moreover, model training with test cases prioritized by AEON leads to models that are more accurate and robust, demonstrating AEON's potential in improving NLP software.  © 2022 ACM.|NLP software testing; test case quality|Errors; Natural language processing systems; Quality control; Software reliability; Software testing; Automatic evaluation; Language processing; Model training; Natural language processing software testing; Natural languages; Processing software; Software testings; Test case; Test case quality; Testing technique; Semantics|Conference paper|Final|All Open Access; Green Open Access|Scopus|2-s2.0-85136809594
scopus|Ma Y.; Zhao W.; Huang S.|Ma, Yongchao (58290107300); Zhao, Wei (55574200145); Huang, Songling (7405418009)|58290107300; 55574200145; 7405418009|Review on techniques for improving the reliability of smart meters; [提高智能电能表可靠性技术研究综述]|2022|Electrical Measurement and Instrumentation|59|4||1|7|6|7|10.19753/j.issn1001-1390.2020.04.001|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175968601&doi=10.19753%2fj.issn1001-1390.2020.04.001&partnerID=40&md5=f9a7d5db4b82196107c066d99778d720|The smart meter plays an increasingly important role in power grids.However, operation failures, caused by different faults during power metering, are often observed.Therefore, how to improve the reliability of smart meters becomes important and has been focused by many studies.In this paper, based on the general structure and function of a smart meter, we summarize the existing techniques for improving the reliability of smart meter from two perspectives of the inherent reliability and the use reliability respectively.The inherent reliability includes the structure design, hardware reliability analysis, key module development, software testing and so on.While the use reliability focuses on error compensation and operating status detection for smart meters.The latter category involves evaluation systems based on full life cycle theory, and the artificial intelligence technologies represented by neural networks, Bayesian algorithm, K-means algorithm, etc.Finally, future development trends towards reliability techniques of smart meter are discussed. © 2022 Harbin Jinhe Electrical Measurement & Instrumentation Magazine Publishing Co., Ltd.. All rights reserved.|artificial intelligence technology; big data; inherent reliability; smart meter; software testing; use reliability||Article|Final||Scopus|2-s2.0-85175968601
scopus|Zhou X.; Wang X.; Liu W.; Wang Z.|Zhou, Xiaofan (58001350900); Wang, Xueqi (58616162600); Liu, Wei (59890137000); Wang, Zhuozheng (24470607300)|58001350900; 58616162600; 59890137000; 24470607300|Classification Model of Depression Based on the CNN-LSTM Network|2023|Proceedings - 2023 3rd International Conference on Frontiers of Electronics, Information and Computation Technologies, ICFEICT 2023||||210|214|4|1|10.1109/ICFEICT59519.2023.00044|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172110296&doi=10.1109%2fICFEICT59519.2023.00044&partnerID=40&md5=dc5cb678a7b36aff2c516807f9030529|Depression is a common psychological disorder, which can be extremely damaging people both physically and psychologically. A rapid and accurate programme of review of depressed mood is therefore important. This project used the Depression Rest dataset for 2 classifications of depression, including none and depression. A hybrid CNN-LSTM network was used, combining the advantages of convolutional neural networks and long and short-term memory networks, which is good for processing both sequential and temporal data. After tuning and training, the test set achieved an average classification accuracy of 95.5% with excellent performance. The research significance of this project is that depression is a common psychological disorder, but it is difficult to diagnose with subjective observation. Big data analysis and machine learning techniques to accurately determine the degree of depression can provide strong support for early screening, diagnosis and treatment of depression. The study also provides a valuable reference for future automated testing of depression levels based on biomarkers.  © 2023 IEEE.|CNN-LSTM; Depression; EEG; Yule-Walker|Classification (of information); Convolutional neural networks; Long short-term memory; Classification models; CNN-LSTM; Convolutional neural network; Depression; Long and short term memory; Memory network; Psychological disorders; Sequential data; Temporal Data; Yule-walker; Learning systems|Conference paper|Final||Scopus|2-s2.0-85172110296
scopus|Seneviratne S.M.N.S.K.; Penenco V.; Kasthurirathna D.|Seneviratne, S.M.N.S.K. (58743751700); Penenco, Victoria (58743324200); Kasthurirathna, Dharshana (54420261000)|58743751700; 58743324200; 54420261000|AD-PU: A Novel Approach for Automated Identification of the Outliers in User Interface Testing (UAT)|2023|AUTOTESTCON (Proceedings)|||||||0|10.1109/AUTOTESTCON47464.2023.10296279|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178514349&doi=10.1109%2fAUTOTESTCON47464.2023.10296279&partnerID=40&md5=d981c00799981d71e47d4761afe5dc47|User acceptance testing (UAT) is the process that validates the system under test (SUT) behaves according to the business requirements. A User would use the graphical user interface to interact with the underlying code. With the improvement of various devices, end-user testing has become even more complex and time consuming. Every user has a unique interaction pattern. Due to this expected test coverage would not be met by focusing only on the functionality itself. This research is to address the issue of UAT test automation coverage and reduce defect leakage in production environments. The proposed automation solution is to identify more defects in the UAT static testing phase and make the system under test more user friendly before handing the product to the consumers. The proposed solution use Machine learning approach to identify user behaviors that does not match the proposed new functionality. The proposed AD-PU model would evaluate non-prominent user behaviours as per perceived usefulness which would effect the decision to accept the functionality as user acceptable or not.  © 2023 IEEE.|GUI; Machine learning; SUT; UAT|Acceptance tests; Automation; Behavioral research; Defects; Machine learning; Automated identification; Business requirement; End user testing; Interaction pattern; Interface testings; Machine-learning; Systems under tests; User acceptance testing; User behaviors; User interface testing; Graphical user interfaces|Conference paper|Final||Scopus|2-s2.0-85178514349
scopus|Leotta M.; Ricca F.; Stoppa S.; Marchetto A.|Leotta, Maurizio (37104276100); Ricca, Filippo (24822686600); Stoppa, Simone (57889348800); Marchetto, Alessandro (23971457800)|37104276100; 24822686600; 57889348800; 23971457800|Is NLP-based Test Automation Cheaper Than Programmable and Capture &Replay?|2022|Communications in Computer and Information Science|1621 CCIS|||77|92|15|2|10.1007/978-3-031-14179-9_6|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137976205&doi=10.1007%2f978-3-031-14179-9_6&partnerID=40&md5=77ba83ab363384f38e1e09268fdc6f97|Nowadays, there is a growing interest in the use of Natural-Language Processing (NLP) for supporting software test automation. This paper investigates the adoption of NLP in web testing. To this aim, a case study has been conducted to compare the cost of the adoption of a NLP testing approach, with respect to more consolidated approaches, i.e., programmable testing and capture and replay testing, in two testing tasks: test cases development and test case evolution/maintenance. Even if preliminary, results show that NLP testing is quite competitive with respect to the more consolidated approaches since the cumulative testing effort of a NLP testing approach, computed considering both development and evolution efforts, is almost always lower than the one of programmable testing and capture &replay testing. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.|Artificial intelligence; NLP; Test automation; Web testing|Automation; Natural language processing systems; Testing; Capture-replay; Case-studies; Development case; Language processing; Natural languages; Natural-language processing; Software test automation; Test Automation; Test case; Web testing; Software testing|Conference paper|Final||Scopus|2-s2.0-85137976205
scopus|Kokol P.|Kokol, Peter (7006196824)|7006196824|Software Quality: How Much Does It Matter?|2022|Electronics (Switzerland)|11|16|2485||||10|10.3390/electronics11162485|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137414123&doi=10.3390%2felectronics11162485&partnerID=40&md5=4d514e3ac1a30021822ef2d6f0b908b2|Interconnected computers and software systems have become an indispensable part of people’s lives in the period of digital transformation. Consequently, software quality research is becoming more and more critical. There have been multiple attempts to synthesise knowledge gained in software quality research; however, they were focused mainly on single aspects of software quality and did not structure the knowledge holistically. To fill this gap, we harvested software quality publications indexed in the Scopus bibliographic database. We analysed them using synthetic content analysis which is a triangulation of bibliometrics and content analysis. The search resulted in 15,468 publications. The performance bibliometric analysis showed that the production of research publications relating to software quality is currently following an exponential growth trend and that the software quality research community is growing. The most productive country was the United States, followed by China. The synthetic content analysis revealed that the published knowledge could be structured into six themes, the most important being the themes regarding software quality improvement by enhancing software engineering, advanced software testing and improved defect and fault prediction with machine learning and data mining. © 2022 by the author.|bibliometrics; knowledge synthesis; software engineering; software quality; synthetic knowledge synthesis||Review|Final|All Open Access; Gold Open Access|Scopus|2-s2.0-85137414123
scopus|Wibowo A.W.; Karima A.; Thohari A.N.A.; Santoso K.; Sato-Shimokawara E.|Wibowo, Angga Wahyu (58395104500); Karima, Aisyatul (58393539700); Thohari, Afandi Nur Aziz (58393539800); Santoso, Kuwat (58394326000); Sato-Shimokawara, Eri (25031564100)|58395104500; 58393539700; 58393539800; 58394326000; 25031564100|(PANDEMIC Covid-19): A Shooter Game for Education-Measuring The Impact of War Games on Virus Eradication Lessons for Students|2023|International Journal on Informatics Visualization|7|2||423|429|6|1|10.30630/joiv.7.2.1167|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163415370&doi=10.30630%2fjoiv.7.2.1167&partnerID=40&md5=7f87f69dbac9404b475b3f24d870bf54|(PANDEMIC Covid-19) is an educational shooter game inspired by the Covid-19 pandemic which occurred from the end of 2019 until early 2022. There are 2 game modes, namely Third-Person Shooter, or TPS, and First-Person Shooter, or FPS. This study was carried out to highlight the absence of a shooter genre game used in the student learning process. The research methodology in the development of this game applied the pressman method, and the stages include planning, analysis, game development and artificial intelligence, implementation, as well as evaluation. Furthermore, the testing phase used software testing techniques based on the ISO 9126 standard and involved a total of 100 participants. The age range was between 17 and 20 years, while the participants' gender percentages were 55% male and 45% female. Some of the factors tested include functionality, reliability, portability, usability, efficiency, and maintainability. There were 2 choices only in this test, i.e. agree and disagree. The functionality factor had an agreed rate of 85%; reliability 79%, portability 86%, usability 83%, efficiency 79%, and maintainability 87%. Therefore, it was concluded that this game is suitable for use in student learning in the shooter genre. Furthermore, this research was inspired because shooter games have not been developed for the student learning process. This game genre is currently used for hobbies and for profit by developers and professional players. Further research should develop game levels, enable features to play online together with other users, and should be extended to Android and IOS. © 2023, Politeknik Negeri Padang. All rights reserved.|Covid-19; game; ISO 9126; Pandemic||Article|Final|All Open Access; Gold Open Access|Scopus|2-s2.0-85163415370
scopus|Purohit S.; Singh S.; Agarwal M.; Verma N.|Purohit, Siddhi (58193161400); Singh, Simran (58193161500); Agarwal, Mansi (58194272300); Verma, Neha (58193161600)|58193161400; 58193161500; 58194272300; 58193161600|A Qualitative and Comprehensive Analysis of Software Testability Metrics and their Trends|2023|Proceedings of the 2023 2nd International Conference on Electronics and Renewable Systems, ICEARS 2023||||1545|1552|7|2|10.1109/ICEARS56392.2023.10085333|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153406700&doi=10.1109%2fICEARS56392.2023.10085333&partnerID=40&md5=7cf099264c94e20720b8f92236004377|Advancement in technology has resulted in birth of critical and complex software. These require thorough testing to ensure production of reliable and high performance software. Testing is the most expensive part of the software life cycle and an estimate of testing efforts can result in smart utilization of resources. Testability is the ease of finding faults in a software and its estimate can reduce costs and increase life of the software. However the area lacks adequate research and standardisation. Current studies majorly report on Object Oriented paradigm and code level testability. This study aims to provide a broader review on Testability metrics, models and establishing relationship between program attributes and testability. Through this survey 29 studies have been selected for analysis. Our studies conclude that testability metrics at code level and design metric corresponding to size are commonly used. Relationships amongst these metrics with their test efforts are established using various machine learning models and presents testability trends with various program attributes. This comprehensive review helps in identifying suitable metric, expected trends with various program attributes and selection of suitable models to automate processes.  © 2023 IEEE.|Controllability; Observability; Software Testability Metric; Source code metrics|Codes (symbols); Life cycle; Object oriented programming; Observability; Complex software; Comprehensive analysis; Critical software; Performance; Program attributes; Qualitative analysis; Software testability; Software testability metric; Source code metrics; Testability; Software testing|Conference paper|Final||Scopus|2-s2.0-85153406700
scopus||||Proceedings - 2023 IEEE/ACM 5th International Workshop on Software Engineering Education for the Next Generation, SEENG 2023|2023|Proceedings - 2023 IEEE/ACM 5th International Workshop on Software Engineering Education for the Next Generation, SEENG 2023||||||44|0||https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168699751&partnerID=40&md5=977059e2b3efeefff69c3a6ba7ece84a|The proceedings contain 8 papers. The topics discussed include: Gamify-IT - a web-based gaming platform for software engineering education; hey teachers, teach those kids some software testing; improving the quality of commit messages in students’ projects; learning to write user stories with the 4C model: context, card, conversation, and confirmation; not just a matter of style: does aesthetics have a place in software engineering curriculum?; towards a generic model for classifying software into correctness levels and its application to SQL; ‘we need to talk about ChatGPT’: the future of AI and higher education; and ‘work in the morning instead of midnight’ and other lessons learned in FinTech 512.|||Conference review|Final||Scopus|2-s2.0-85168699751
scopus|Rosenbauer L.; Pätzel D.; Stein A.; Hähner J.|Rosenbauer, Lukas (57218600362); Pätzel, David (57203392600); Stein, Anthony (56226088700); Hähner, Jörg (20436196300)|57218600362; 57203392600; 56226088700; 20436196300|A Learning Classifier System for Automated Test Case Prioritization and Selection|2022|SN Computer Science|3|5|373||||2|10.1007/s42979-022-01255-1|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134245413&doi=10.1007%2fs42979-022-01255-1&partnerID=40&md5=bf43bea2c8e898e89e5655c8af1e4bf7|For many everyday devices, each newly released model contains more functionality. This technological advance relies heavily on software solutions of increasing complexity which results in novel challenges in the domain of software testing. Most prominently, while an ever higher number of test cases is required to meet quality demands, performing a large number of test cases frequently amounts to a significant increase in development time and costs. In order to overcome this issue, agile development methods such as continuous integration usually only execute a subset of important test cases to meet both time and testing demands. One way of selecting such a subset of important test cases is to assign priorities to all the available test cases and then greedily pick the ones with the highest priority until the available time budget is spent. For this, in a previous work, we presented a new machine learning approach based on a learning classifier system (LCS). In the present article, we summarize our earlier findings (which are spread over several publications) and provide insights about the most recent adaptations we made to the method. We also provide an extended experimental analysis that outlines more in detail how it compares to a state of the art artificial neural network. It can be observed that the performance of our LCS-based approach is often much higher than the one of the network. Since our work has already been deployed by a major company, we give an overview of the resulting product as well as several of its in-production quality attributes. © 2022, The Author(s), under exclusive licence to Springer Nature Singapore Pte Ltd.|Continuous integration; Evolutionary machine learning; Software testing; XCSF classifier system||Article|Final||Scopus|2-s2.0-85134245413
scopus|Jaganeshwari K.; Djodilatchoumy S.|Jaganeshwari, K. (57224619631); Djodilatchoumy, S. (56575169900)|57224619631; 56575169900|AN AUTOMATED TESTING TOOL BASED ON GRAPHICAL USER INTERFACE WITH EXPLORATORY BEHAVIOURAL ANALYSIS|2022|Journal of Theoretical and Applied Information Technology|100|22||6657|6666|9|4||https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143391238&partnerID=40&md5=c1fa71356243c99d5ffb7aeffd4898c9|Web-based applications have complex mechanisms, and it is challenging to perform any test. Computerization examination applies automation tools to decrease individual interference and repeatable assignments. In this article, we have designed and implemented an automation testing framework for web applications. The Selenium WebDriver tool was used to execute this innovative automated testing model. With this structure, testers can match the widgets with pre-trained dataset by taking screenshots of the web pages and by clicking automatically using PyAutoGUI. The screenshot property of the framework is useful to creators for evaluating their design of the web page. We introduced a novel methodology for widget detection, widget classification and testing coverage using machine learning and image processing concept. In this approach, we can give the URL as input, so, the GUI widget images can be quickly captured from the server and do not require large storage repositories to be used as training samples. Widgets of GUI images are detected from the pre-trained datasets by applying BLOB text detection. After identifying the widgets, they are classified into domain-specific categories, for example, labels, buttons, input boxes, check boxes, and links). Finally, it is evaluated to achieve a mean GUI component categorization of superior precision. Previous works have mostly used Java GUIs, Python GUIs, and Visual Basic GUIs to distinguish the types of widgets, but in our work, we observed the types of widgets using Image Processing. From this automated testing implementation on web applications, we have achieved 98.4%. of test coverage accuracy. © 2022 Little Lion Scientific.|Automated Testing; Computer Vision; DNN; GUI; Image processing||Article|Final||Scopus|2-s2.0-85143391238
