fuente|authors|author_full_names|scopus_author_id|title|year|source_title|volume|issue|art|page_start|page_end|page_count|cited_by|DOI|link|abstract|author_keywords|index_keywords|document_type|publication_stage|open_access|source|EID|h_index_autor|h_index_revista|cuartil|author_orcid|issn|cuartil_numerico|h_index_revista_num|h_index_autor_max
IEEE|D. Mathew; C. S. Kumar; K. A. Cherian|||Application of discrete orthonormal Stockwell transform and local neighborhood patterns for leaf disease classification in banana|2021|2021 International Conference on Communication, Control and Information Sciences (ICCISc)|1.0|0||1|5|0|8|10.1109/ICCISc52257.2021.9484860||Among fruit crops, banana is a significant fruit in agricultural production and trade. However, global banana production is severely affected by diseases, leading to substantial declination in the yield. Hence, timely detection and control of these diseases is necessary. Diagnosis of diseases by manual inspection of initial symptoms is quite challenging for farmers. This paper demonstrates a novel machine learning approach towards classification of three major foliar fungal diseases, Sigatoka, Deightoneilla and Cordana, using discoloration patterns appearing on the leaf blade. The images, after pre-processing and segmentation, are transformed to frequency domain using discrete orthonormal Stockwell transform (DOST). Feature vectors based on local neighborhood patterns such as local binary pattern (LBP), elliptic LBP (ELBP) and its variants, are extracted from DOST transformed images and classified using five prominent image classifiers. A comparative analysis of performance metrics through a ten-fold cross validation procedure is done. Classification accuracy of 95.9% is obtained for ELBP features when classified with artificial neural network classifier (ANN). The technique of integrating DOST with LBP based features has achieved significant accuracy compared to contemporary methods of disease classification in plants.|Leaf diseases;Musa;local binary pattern;textural features;image transforms|Measurement;Visualization;Shape;Transforms;Production;Artificial neural networks;Inspection||||IEEE||3; 15; 6|12.0||https://orcid.org/0000-0002-1008-7467||5|12.0|15.0
Scopus|Verma, V.; Ramakant, n.; Mathur, H.; Agarwal, N.|Verma, Vikas (57465018600); Ramakant, n. (57886721700); Mathur, Hemant (57887179300); Agarwal, Neha (58716760800)|57465018600; 57886721700; 57887179300; 58716760800|IOT Assisted Smart Farming using Data Science Techniques|2022|2022 IEEE World Conference on Applied Intelligence and Computing (AIC)|0|0||503.0|507.0|0|2|10.1109/AIC55036.2022.9848867|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137804446&doi=10.1109%2FAIC55036.2022.9848867&partnerID=40&md5=807196780c16ef2d56b29308dfc89fa4|The rising global population demands a high yield of crop production. At present, farmers grow crops for all the people, but in case of contracting horticultural grounds and exhaustion of limited regular assets due to many reasons, and a massive increase in population, the need to improve ranch yield has turned out to be essential. Nowadays, there are various startups, technology innovators, and steps taken by the government that work to enhance total crop production. All those innovations taken for the farming framework are called smart Farming (SF). Smart Farming includes consolidating data and correspondence advances into apparatus, hardware, and sensors in the rural creation framework. The advancement of technologies must be reduced to convey meaningful information. The economy of nations like India is highly dependent on agricultural production. So disease detection in plants using an efficient algorithm is supposed to be a vital job in the farming field. This research paper is presented in three-fold:(1) Efficient way to detect disease and find cavity area; It presents Image Segmentation Algorithm (2) Using data analysis in different ways which will work for crops in a better way. The paper also presents two analysis methodologies, one is based on using an optical transducer for detecting the presence of Nitrogen (N), Phosphorous (P), and Potash (K) in soil, and the other analysis is based on the moisture content of the soil using sensors. (3)using machine learning algorithms to predict the number of fertilizers based on the collected features of soil samples, which will help farmers in amount prediction. © 2022 IEEE.|Internet of Things (IoT); Segmen-tation; Software Big data; Soil Moisture Sensor|Agricultural technology; Big data; Crops; Cultivation; Image segmentation; Learning algorithms; Machine learning; Moisture control; Potash; Soil moisture; Agricultural productions; Crop production; Disease detection; Global population; Higher yield; Internet of thing; Research papers; Segmen-tation; Software big data; Soil moisture sensors; Internet of things|Conference paper|Final||Scopus|2-s2.0-85137804446|10; 6; 7; 12|12.0||https://orcid.org/0000-0002-1193-1631; https://orcid.org/0000-0002-9029-4166||5|12.0|12.0
Scopus|Krishna, K.S.; Narayana, G.V.S.|Krishna, Katiki Sai (57214834889); Narayana, G. V.S. (57201584435)|57214834889; 57201584435|Early Blight and Late Blight Disease Prediction using CNN for Potato Leaves|2022|2022 Second International Conference on Computer Science, Engineering and Applications (ICCSEA)|0|0||||0|6|10.1109/ICCSEA54677.2022.9936100|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142394477&doi=10.1109%2FICCSEA54677.2022.9936100&partnerID=40&md5=b092aec322e50ba0186aaf4de4b15f05|A well-known vegetable crop farmed all throughout the world is the potato. The possibility of a large number of diseases, however, could also impair the harvest. In order to quickly deal with the crop, it is vital for the planter to recognise the type of contamination. It had been determined that the leaves were a simple indicator of many diseases. Many Machine Learning (ML) techniques as well as Convolution Neural Network (CNN) models are superior in the literature for the detection of tomato crop diseases. CNN models rely on deep learning and neural networks, which are superior than traditional machine learning methods like decision trees and kNN. Although well before CNN creates beautiful artwork, the wide range of subjects they cover renders them operationally intensive. This painting suggests a less complex CNN model with eight convolution layer At the publicly accessible dataset PlantVillage, the recommended compact model performs better than the standard machine learning techniques and pre-trained fashions with an accuracy of 98.4%. The PlantVillage dataset includes 39 classes of different crops, including tomato diseases. These crops include apple, potato, maize, grapes, and more. In comparison to VGG16, which has an amazing accuracy of 93% 5% in pretrained patterns, k-NN has the absolute best accuracy of 94% in conventional ML approaches. After image augmentation, picture pre-processing was used to improve the suggested CNN's overall performance by having the ability to modify the brightness of the image using the knowledge of a prospective variable involving a randomized width of the image. The suggested model, which has a 98% accuracy rate, is also incredibly effective with datasets other than PlantVillage. © 2022 IEEE.|and image pre-processing.; convolutional networks; Deep learning|Convolution; Crops; Decision trees; Deep learning; Fruits; Image enhancement; Learning systems; Nearest neighbor search; Plants (botany); And image pre-processing.; Convolution neural network; Convolutional networks; Image preprocessing; Late blight; Machine learning techniques; Neural network model; Simple++; Vegetable crops; Neural network models|Conference paper|Final||Scopus|2-s2.0-85142394477|1; 3|12.0||||5|12.0|3.0
IEEE|R. N. D; A. R; D. G; G. P. S|||Plant Health Monitoring System and Smart Gardening using IoT|2022|2022 IEEE International Conference on Data Science and Information System (ICDSIS)|0|0||1|5|0|1|10.1109/ICDSIS55133.2022.9915830||Plant heath is the scientific framework associated with controlling pest infection and pathogen intervention. This in large scale could be helpful in managing effectiveness of field or forest. The food we eat in and the cattle we grow all have close correlation with plant health. The plant health monitoring system includes chlorophyll analysis, crop density or growth analysis and nutrient analysis using image processing technique. The proposed method monitors the plant health by Chlorophyll meter is used for identifying nutrient deficiency in plants. The existing chlorophyll meter is expensive and has many disadvantages. A low-cost chlorophyll meter is implemented and it has combined assistance of internet of things. The results are compared with that of spectrophotometer and all its enhancements are highlighted. The objective is satisfied there by introduction of low cost and less complexity. The ultrasonic sensors transmit and receives waves from the target it hits. This is mounted at the top of the crop or field there by continuously monitoring the growth and indicating the periodical growth updation. The nutrition of the plant is monitored by the image processing technique, using plant image acquired from the camera. The raspberry pi board is the heart of the entire system where it controls the entire experimentation.|Raspberry pi. Plant Health Monitoring;Nutrition and Chlorophyll.|Temperature sensors;Meters;Temperature measurement;Costs;Image processing;Crops;Cameras||||IEEE||2; 1; 1; 1|12.0||||5|12.0|2.0
IEEE|O. Chougule; D. Katheria; K. Jain; S. Shinde|||Tomato Blight Classification Using Transfer Learning and Fine Tuning|2022|2022 2nd Asian Conference on Innovation in Technology (ASIANCON)|0|0||1|11|0|2|10.1109/ASIANCON55314.2022.9908820||Plant diseases are a huge hazard to the world’s food supply. Farms are frequently exposed to pest and disease outbreaks. Tomatoes are the second-largest vegetable crop grown worldwide. Early identification of plant blight helps farmers to take proper care of tomato plants hence they can secure their agricultural income. Farmers need a quick, consistent, and reliable method to identify plant diseases early. So, we have prepared a React Native Mobile application through which farmers can take a picture of their tomato crop leaf, and our CNN model predicts the type of blight leaf has, if any, or shows it is healthy. CNN deep learning models are widely used for image classification. Lightweight Pre-trained models are readily available and are trained on ImageNet data. We have prepared different models with pre-trained models using transfer learning and fine-tuning techniques. We have selected MobileNetV2, NASNetMobile, and EfficientNetV2B0 pre-trained models for the study as these are lightweight models and which was the basic requirement as we have built the mobile application. We have compared the performance of the models for different learning rates, batch size, and dropout with different metrics such as accuracy, loss, precision, recall, f1-score, and AUC for the 100 epochs. The best classification performance is shown by the model using EfficientNetV2B0 with a training accuracy of 99.95%, validation accuracy of 98.12%, and testing accuracy of 97.58% and the size of the model is 30.6 MB which is easily deployable for the mobile application.|Tomato Blight Classification;CNN;Transfer Learning;Fine-tuning;Light-weight models|Training;Measurement;Deep learning;Plants (biology);Transfer learning;Crops;Mobile applications||||IEEE||1; 1; 4; 12|11.0||https://orcid.org/0009-0003-0120-7580||5|11.0|12.0
IEEE|J. J. Amarnath; V. V; S. M. D|||Hybrid Model of K-Means Clustering and SVM to Detect Ailments in Vegetables|2022|2022 1st International Conference on Computational Science and Technology (ICCST)|0|0||716|720|0|0|10.1109/ICCST55948.2022.10040394||Agriculture is the backbone of Indian Economy, which is true because 70% of India's population are engaged in agriculture and raw material for industrial sectors like food processing. As the population increased, the demand for food also increased. However, disease infection of agricultural goods such as vegetables leads in a decrease in both quality and quantity. Farmers' livelihoods and public health are directly impacted as a result of this. Because of this, early diagnosis of illnesses in vegetable crops reduces the loss of productivity and product quality. Viral and microbial infections as well as environmental stressors are the primary causes of most vegetable-related disorders. Image processing techniques such as K-means clustering and Support Vector Machines (SVM) will be used to identify and diagnose vegetable illnesses, according to the suggested model (SVM). For categorization, it uses supervised leaning. In this paradigm, there are many steps involved in acquiring and processing images, including image segmentation, feature extraction, classification, and illness classification. Alerts are sent via a buzzer if a sickness has been detected. Farmers would have been able to avoid the problem if they had been alerted early. In other words, if breakouts are caught early and dealt with quickly, the farmer stands to lose very little money.|Image Preprocessing;Features extraction;K-means Clustering;Support Vector Machine|Support vector machines;Sociology;Clustering algorithms;Spraying;Mathematical models;Agriculture;Classification algorithms||||IEEE||4; 1; 0|10.0||||5|10.0|4.0
Scopus|Padma, A.; Suresh, P.; Narsimlu, G.; Amarnath, M.; Sreedhar, B.R.|Padma, Akkenapalli (57235635400); Suresh, Pallerla (57219806585); Narsimlu, G. (55151153700); Amarnath, M. (59738984100); Sreedhar, B. R. (57196593848)|57235635400; 57219806585; 55151153700; 59738984100; 57196593848|Artificial Intelligence-Powered Internet of Things for Farming and Plant Research|2025||0|0||592.0|595.0|0|0|10.1109/ICEARS64219.2025.10940749|https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002706677&doi=10.1109%2FICEARS64219.2025.10940749&partnerID=40&md5=6fb9ff9d5603e94135cc0a011285bd62|The wearable fiber optic sensors for plants to monitor microenvironment and growth wearable fiber optic plant sensors for microclimate and growth monitoring. The plant agricultural sectors are facing challenges because to population expansion and climate change.AI-powered computer vision-based plant growth monitoring system the goal of this research project is to use computer vision to create an AI-based plant growth monitoring system. The technology will allow for automatic and real-time evaluation of plant growth and health by utilizing computer vision algorithms and artificial intelligence approaches. Conventional techniques for tracking plant growth require a lot of work and time. By employing image processing techniques to analyze plant photos and extract pertinent features leaf area, plant height, and width, the suggested solution will overcome these drawbacks. Using the collected information, machine learning methods will be used to train models that can identify patterns and forecast plant development. The system will be made to adapt to various plant species and environmental circumstances. This AI-based plant growth monitoring system will help farmers, researchers, and plant enthusiasts by offering precise and timely insights into plant health and growth. This will allow them to make well-informed decisions about plant care and optimize growth conditions. By providing an economical, scalable, and effective system with numerous applications in horticulture, agriculture, and environmental research, this research project seeks to transform plant growth monitoring. © 2025 IEEE.|Artificial Intelligence; Climate change Growth; IoT; Plant Monitoring; Sensor|Fertilizers; Climate change growth; Fiber-optics; Fibre-optic sensor; Growth monitoring; IoT; Microenvironments; Monitoring system; Plant growth; Plant healths; Plant monitoring; Smart agriculture|Conference paper|Final||Scopus|2-s2.0-105002706677|3; 10; 1; 7; 80|||https://orcid.org/0000-0001-8309-7562; https://orcid.org/0000-0002-4955-4819||5|0.0|80.0
IEEE|V. Parisae; D. Yushmanth; N. M. Sree; G. Manyasri; C. Jannu; G. S. S. Rao|||Classification and Detection of Apple Leaf Disease Using DenseNet201 and YOLOV8|2025|2025 9th International Conference on Inventive Systems and Control (ICISC)|0|0||70|77|0|0|10.1109/ICISC65841.2025.11188291||Globally, plant diseases severely reduce crop output, consequently affecting agricultural productivity. Lots of specialist expertise makes it tough to detect those issues. The usage of leaf pictures, deep learning-primarily based models present interesting answers; despite the fact that, problems including the call for more extensive training sets and computational complexity remain unresolved. We propose a convolutional neural network (CNN) with much less layers to address this, consequently lowering computational load. The training set is expanded using augmentation methods along with shift, shear, scaling, zoom, and flipping without gathering fresh snap shots. Since about half of the world's populace relies upon on agriculture, raising production by way of 50–60 % is absolutely crucial, mainly in areas experiencing fast population growth. Apple crop output in India suffers no matter an increasing location of cultivation yield has hardly ever modified. A chief apple-producing state, Himachal Pradesh, suffers significantly in fruit quality from fungal infections. Our work tackles those issues via the use of YOLO series models for effective disease detection in apples and deep learning models together with pre-trained ones to handle timeliness and accuracy of disease diagnosis is guaranteed through using picture processing and artificial intelligence. This era should rework apple plant disease detection, consequently improving food security all round. Brief intervention facilitates farmers protect their plants and guarantee higher yields, there-fore contributing to the general meals security for the rising world population.|Apple diseases;classification;convolutional neu-ral network;deep learning;disease detection;image processing;machine learning|Deep learning;Training;YOLO;Plant diseases;Image processing;Food security;Crops;Agriculture;Real-time systems;Convolutional neural networks||||IEEE||5; 0; 0; 0; 8; 59|||https://orcid.org/0000-0003-0980-8076; https://orcid.org/0000-0003-3609-3491||5|0.0|59.0
Scopus|Kaur, A.; Kukreja, V.; Rana, D.S.; Garg, A.; Sharma, R.|Kaur, Arshleen (58195664300); Kukreja, Vinay (49661773100); Rana, Deepak Singh (57536243600); Garg, Ashish (57198487284); Sharma, Rishabh (57220725633)|58195664300; 49661773100; 57536243600; 57198487284; 57220725633|Deep Insights into Mango Scab: An AI-Powered Approach for Detection and Classification|2024||0|0||||0|1|10.1109/ICAECT60202.2024.10468676|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190100342&doi=10.1109%2FICAECT60202.2024.10468676&partnerID=40&md5=a40b03dd46b47000430c621cee9ab222|The mango, which comes from the plant genus Mangifera indica L., is a fruit crop that is well-regarded all over the world due to its scrumptious flavor and noteworthy nutritional profile. The illness known as mango scab, which is brought on by the fungus Elsinoe mangiferae, is a serious obstacle for the mango business. This disease causes the mango fruit to develop scaly lesions, which in turn results in decreased market value and yield losses. To effectively manage a disease, timely discovery and correct assessment of the severity of the condition are both essential. This study provides a hybrid deep learning (DL) model that combines a Convolutional Neural Network (CNN) for the detection of disease with a Support Vector Machine (SVM) for the categorization of the severity of the disease. The model was trained and tested using a broad dataset of mango photos that included a range of disease severity levels as well as different varieties of mango. The model's performance in illness detection resulted in an overall accuracy of 95.93%, with scores of best precisions of 97.17% and best recall of 96.28%, respectively. When it came to the classification of severity, the SVM classifier was able to achieve an accuracy of 95.93%. These findings provide evidence that the model is capable of precisely identifying the degree of mango scab illness and demonstrating its usefulness in detecting the condition. To provide mango farmers with a flexible instrument, the hybrid method makes use of the capability of CNNs to extract features as well as the SVM's skill in classifying data. This research provides growers with up-to-date information that enables targeted disease management. As a result, mango crop yields are increased, and economic losses are decreased. © 2024 IEEE.|Agriculture Technology; Deep Learning; Image-based recognition; Mango Crop; Mango Scab Disease; Severity Detection|Classification (of information); Convolutional neural networks; Crops; Deep learning; Fruits; Image classification; Image recognition; Losses; Plants (botany); Support vector machines; Agriculture technology; Condition; Image-based; Image-based recognition; Mangifera indica L; Mango crop; Mango scab disease; Scab disease; Severity detection; Diseases|Conference paper|Final||Scopus|2-s2.0-85190100342|8; 58; 5; 24; 23|||https://orcid.org/0009-0008-7501-4155; https://orcid.org/0000-0002-9760-0824; https://orcid.org/0000-0002-6276-9961||5|0.0|58.0
Scopus|Yashu, n.; Kukreja, V.; Madan, K.; Singh, A.; Kumar, D.|Yashu, n. (58765768300); Kukreja, Vinay (49661773100); Madan, Karun (57104824700); Singh, Amitoj (57209902347); Kumar, Deepak (57202478164)|58765768300; 49661773100; 57104824700; 57209902347; 57202478164|Advancing Pear Disease Recognition: A Hybrid CNN-Random Forest Approach|2023||0|0||||0|1|10.1109/SMARTGENCON60755.2023.10442719|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187562882&doi=10.1109%2FSMARTGENCON60755.2023.10442719&partnerID=40&md5=825a2acd24124fc0099d469d0a1ebeac|The pear is a key fruit in the horticultural sector, renowned for its adaptability and nutritional value. In recent years, the effects of climate change have increased dramatically. It is influencing all stages of plant production and compelling farmers to adopt new technologies based on data analytics to modify and adapt their crop management practices. Every year, plant diseases are proven to cause significant economic losses. This study introduces a novel method for automating the recognition of pear disease using a synergistic combination of Convolutional Neural Networks (CNN) and Random Forest. A meticulously collected and annotated dataset containing 3,150 high-resolution images of pear leaves in various disease states was compiled. The proposed system's exceptional accuracy of 77.2% signifies a significant advance in agricultural technology. The CNN module is optimised for robust feature extraction, which enables the model to recognise intricate patterns and textures that are characteristic of various pear diseases. Utilising the collective intelligence of a collection of decision trees, a Random Forest classifier is used to refine classification. This study demonstrates the potential of deep learning-based models in the detection and handling of pear disease, which can result in substantial enhancements to pear production and food security. © 2023 IEEE.|CNN; deep learning; disease recognition; fruit; pear; random forest|Climate change; Convolutional neural networks; Crops; Data Analytics; Decision trees; Deep learning; Food supply; Losses; Plants (botany); Textures; Convolutional neural network; Crop management practices; Data analytics; Disease recognition; Nutritional value; Pear; Plant production; Random forests; Technology-based; Fruits|Conference paper|Final||Scopus|2-s2.0-85187562882|5; 58; 3; 14; 18|||https://orcid.org/0000-0002-9760-0824; https://orcid.org/0000-0002-5884-3145; https://orcid.org/0000-0002-6282-8925||5|0.0|58.0
IEEE|Yashu; V. Kukreja; P. Srivastava; A. Garg|||Fruitful Fusion: CNN-Random Forest Synergy in Banana Ripeness Detection|2024|2024 IEEE International Conference on Information Technology, Electronics and Intelligent Communication Systems (ICITEICS)|0|0||1|6|0|0|10.1109/ICITEICS61368.2024.10625429||This research paper introduces a new methodology for detecting the maturity of bananas by combining Convolutional Neural Networks (CNN) with Random Forest. The objective is to tackle the pressing need for automated evaluation of fruit quality in the field of agriculture. The experimental configuration included the use of Windows 11 as the operating system, an i5 processor as the central processing unit, and the Colab platform, which together facilitated efficient testing. The model had a notable overall accuracy rate of 86.97%, indicating its strong categorization skills. Additionally, the F1 score, which is calculated as the harmonic mean of accuracy and recall, exhibited an average value of 87.00, therefore emphasising the model's well-balanced performance. The precision scores showed a range of 81.97% to 91.37%, which signifies the level of accuracy in positive forecasts across various ripeness categories. The use of a hybrid strategy efficiently leveraged the feature extraction capabilities of Convolutional Neural Networks (CNN) and the ensemble learning technique of Random Forest to achieve accurate and dependable classification. The findings indicate a significant development in the precise identification of fruit maturity, showcasing potential implications in enhancing harvest procedures and reducing post-harvest wastage. This research establishes a foundation for the development of enhanced and automated techniques for evaluating the quality of fruits, hence offering potential advantages to the agriculture sector.|Banana;CNN-Random forest;Deep Learning;Fruit;Crop;Agriculture;Health;Diseases|Accuracy;Operating systems;Forestry;Pressing;Harmonic analysis;Agriculture;Convolutional neural networks||||IEEE||5; 58; 8; 8|||https://orcid.org/0000-0002-9760-0824; https://orcid.org/0000-0003-1446-2022; https://orcid.org/0000-0003-3958-0025||5|0.0|58.0
IEEE|L. R. Chaudhari; A. V. Tidke; P. S. Gupta; P. Patel; S. Hudnurkar|||Roses Plant Disease Detection using DenseNet121 Model|2024|2024 International Conference on Intelligent Systems and Advanced Applications (ICISAA)|0|0||1|5|0|2|10.1109/ICISAA62385.2024.10828973||Roses diseases pose a significant threat to horticultural productivity, necessitating early detection and intervention for effective management. This research proposes the development of a web-based application leveraging Deep Learning (DL) methodologies to facilitate rapid and accurate disease identification in roses. The application will employ a pre-trained Convolutional Neural Network (CNN) model, DenseNet121, fine-tuned on a curated dataset of rose disease images through transfer learning. Users will be able to upload images of their plants via the web interface, which will then be analyzed by the DenseNet121 model to identify potential diseases. This DL-powered tool aims to empower gardeners and horticulturists with a user-friendly platform for early disease detection and proactive management, ultimately contributing to healthier rose cultivation practices. The research will investigate the effectiveness of DenseNet121 for detecting rose diseases, assess the accuracy of the web application across various disease types, and explore the practical implications of integrating such a tool into real-world horticultural settings.|Deep Learning;DenseNet121;CNN;Agriculture;Web Application;Streamlit|Deep learning;Productivity;Plant diseases;Accuracy;Scalability;Transfer learning;Real-time systems;Robustness;Convolutional neural networks;Intelligent systems||||IEEE||3; 1; 45; 5; 1|||https://orcid.org/0000-0002-1586-0607; https://orcid.org/0000-0002-3687-3853; https://orcid.org/0000-0003-0438-4366||5|0.0|45.0
IEEE|M. Maimaitiyiming; M. Maimaitijiang; P. Sidike; V. Sagan; Z. Migicovsky; D. H. Chitwood; P. Cousins; N. Dokoozlian; A. J. Miller; M. Kwasniewski|||Modeling Early Indicators of Grapevine Physiology Using Hyperspectral Imaging and Partial Least Squares Regression (PLSR)|2020|IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium|0|0||1117|1120|0|1|10.1109/IGARSS39084.2020.9323679||In this contribution, we use field-based hyperspectral imaging (HSI) and partial least squares regression (PLSR) to estimate early indicators of grapevine physiological indicators, and analyze identified significant spectral regions for fast and accurate plant health monitoring. HSI and physiological measurements were carried out at two commercial vineyards in California, USA. The PLSR models were developed between reflectance spectra extracted from hyperspectral images and four vine physiological parameters, including stomatal conductance (Gs) photosynthetic CO2 rate (A), intercellular CO2 concentration (Ci) and transpiration rate (E). The results demonstrate PLSR models to predict physiological parameters ( R2 ≥ 0.6), and the best model was found for Gs (R2=0.7). The identified significant spectral regions overlap with most commonly used remote sensing stress indicator, suggesting that HSI coupled with PLSR has great potential for upscaling and broader agricultural applications.|Hyperspectral imaging;Grapevine;Physiology;Stress;PLSR|Biomedical monitoring;Hyperspectral imaging;Reflectivity;Load modeling;Pipelines;Predictive models;Physiology||||IEEE||18; 23; 23; 31; 26; 45; 14; 34; 34; 14|||https://orcid.org/0000-0002-4241-6181; https://orcid.org/0000-0001-6153-1583; https://orcid.org/0000-0003-4375-2096; https://orcid.org/0000-0002-3931-1258; https://orcid.org/0000-0003-4875-1447; https://orcid.org/0000-0002-1525-1967; https://orcid.org/0000-0002-2722-9361; https://orcid.org/0000-0003-3097-9638||5|0.0|45.0
IEEE|J. Kaur; A. K. Sharma; M. Kaushal; A. Badhoutiya; N. Reddy; A. Alkhayyat|||An Overall Disease Analysis of Mango Using Neural Network with Hybrid Feature model|2023|2023 IEEE World Conference on Applied Intelligence and Computing (AIC)|0|0||119|124|0|0|10.1109/AIC57670.2023.10263945||Mango is a highly valued fruit crop, with arable land covering about 36% of the total fruit area. With roughly 23% of the total area under mango, Uttar Pradesh and Andhra Pradesh lead the way, followed by Tamil Nadu, Karnataka, Gujarat, and Bihar. Global food security is affected a lot due to crop plant diseases. These diseases directly affect the quality of food, fruits, etc., resulting in a fall in agricultural productivity. Farmers must assess the leaf, fruit, or tree through visual interpretation to determine whether any fruit crop part is contaminated or blooming properly. But this traditional technique has its limitations; it is inconsistent, unreliable, and prone to mistakes. Researchers have proposed a variety of techniques for resolving the above-stated issues. Most of them preferred the modelling of convolutional neural network models according to problem areas by giving low-resolution images as input, resulting in low disease detection accuracy. In this work, we use an artificial neural network (ANN) technique with the objective of early detection of disease in any part of the fruit crop with tiny disease blobs that can only be seen with better resolution images. All the contaminated blobs are segmented for the entire dataset after a pre-processing phase using a contrast enhancement approach.|convolutional neural network;enhancement;resolution;image classification;feature selection|Productivity;Visualization;Image segmentation;Plant diseases;Image resolution;Crops;Pattern recognition||||IEEE||28; 35; 1; 5; 4; 41|||https://orcid.org/0000-0002-6224-8680; https://orcid.org/0000-0002-1180-056X; https://orcid.org/0000-0002-0962-3453||5|0.0|41.0
IEEE|R. G. de Luna; E. P. Dadios; A. A. Bandala; R. R. P. Vicerra|||Tomato Fruit Image Dataset for Deep Transfer Learning-based Defect Detection|2019|2019 IEEE International Conference on Cybernetics and Intelligent Systems (CIS) and IEEE Conference on Robotics, Automation and Mechatronics (RAM)|0|0||356|361|0|17|10.1109/CIS-RAM47153.2019.9095778||Tomato is considered as one of the vegetable crops with highest demand in the Philippines. Job of the farmers does not end after harvesting since the harvested tomatoes needed to be sorted according to its size. Manual sorting is the most widely recognized strategy in sorting but is very dependent on human interpretation and thus, very prone to error. This research proposed a solution that provides sorting of tomato fruit by detection of presence of defect. The study presented the generation of image dataset for a deep learning approach detection of defects based from a single tomato fruit image. Models were implemented using OpenCV libraries and Python programming. A total of 1200 tomato images classified as no defect and with defect are gathered using the improvised image capturing box. These images are used for the training, validation, and testing of the three deep learning models namely; VGG16, InceptionV3, and ResNet50. From this, 240 images are used as testing images to assess independently the performance of the trained models using accuracy and F1-score as performance metrics. Experiment results shown that VGG16 has 95.75-95.92-98.75 training-validation-testing accuracy percentage performance, 56.38-59.24-58.33 for the InceptionV3 model, and 90.58-58.46-64.58 for the ResNet50. Comparative analysis revealed that VGG16 is the best deep learning model to be used in the detection of presence of defect in the tomato fruit based from the dataset gathered.|tomato defect detection;deep transfer learning;image processing;solanum lycopersicum|Machine learning;Training;Diseases;Image color analysis;Image segmentation;Feature extraction||||IEEE||10; 34; 30; 22|||https://orcid.org/0009-0007-8633-9724; https://orcid.org/0000-0002-5751-389X; https://orcid.org/0000-0002-3568-4858; https://orcid.org/0000-0002-8824-3749||5|0.0|34.0
IEEE|S. S. Chouhan; U. P. Singh; A. Kaul; S. Jain|||A Data Repository of Leaf Images: Practice towards Plant Conservation with Plant Pathology|2019|2019 4th International Conference on Information Systems and Computer Networks (ISCON)|0|0||700|707|0|59|10.1109/ISCON47742.2019.9036158||The relationship between the plants and the environment is multitudinous and complex. They help in nourishing the atmosphere with diverse elements. Plants are also a substantial element in regulating carbon emission and climate change. But in the past, we have destroyed them without hesitation. For the reason that not only we have lost a number of species located in them, but also a severe result has also been encountered in the form of climate change. However, if we choose to give them time and space, plants have an astonishing ability to recover and re-cloth the earth with varied plants and species that we have, so recently, stormed. Therefore, a contribution has been made in this article towards the study of plant growth and its management. Twelve economically and environmentally beneficial plants have been selected for this purpose. Leaf images of these plants in healthy and unhealthy conditions have been acquired and alienated among two separate classes. We have collected about 4503 images of which contain 2278 images of healthy leaf and 2225 images of the diseased leaf. Further, we hope that this study can be beneficial for researchers and academicians in developing methods for plant identification, plant classification, plant growth monitoring, leaf disease diagnosis, etc. Finally, the anticipated impression is towards a better understanding of the plants to be planted and their appropriate management.|Computer Vision;Deforestation;Forestation;Horticulture;Image Processing;Plant Conservation;Plant Pathology|Diseases;Forestry;Monitoring;Vegetation;Image color analysis;Computer vision;Agriculture;Climate change||||IEEE||24; 25; 15; 32|||https://orcid.org/0000-0003-3787-1857; https://orcid.org/0000-0003-2077-0793; https://orcid.org/0000-0003-1574-0522||5|0.0|32.0
