"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"L7VBD8SI","conferencePaper","2017","Kiani, Ehsan; Mamedov, Tofik","Identification of plant disease infection using soft-computing: Application to modern botany","Procedia Computer Science","","18770509","10.1016/j.procs.2017.11.323","http://dx.doi.org/10.1016/j.procs.2017.11.323","Botany is the scientific examination of plants characters. Plant disease can be caused either by living organisms having wide range as harmful or benign ones which grow specifically on the horticultural plant leaves or deficiency of minerals e.g. iron, phosphate, nitrogen, etc. Modern agriculture requires smart and feasible techniques to replace the human intelligence with machine intelligence. Whereas a human identifies the disease infected leaves by his eye, the machine should also be capable of vision-based disease identification. The objective of this paper is to practically verify the applicability of a new computer-vision method for discrimination between the healthy and disease infected strawberry leaves which does not require neural network or time consuming trainings. The proposed method was tested under outdoor lighting condition using a regular DLSR camera without any particular lens. Since the type and infection degree of disease is approximated a human brain a fuzzy decision maker classifies the leaves over the images captured on-site having the same properties of human vision. Optimizing the fuzzy parameters for a typical horticultural field at a mid-day summer Mediterranean day in produced 96% accuracy for segmented iron deficiency and 93% accuracy for segmented using a typical human instant classification approximation as the benchmark holding higher accuracy than a human eye identifier. The fuzzy-base classifier provides approximate result for decision making on the leaf status as if it is healthy or not.","2017","2026-01-24 00:34:04","2026-01-24 00:34:04","","893-900","","","120","","","","","","","","Elsevier BV","","","","","","","","","","","/home/aalejoz25/Zotero/storage/REXHVMJQ/Kiani and Mamedov - 2017 - Identification of plant disease infection using soft-computing Application to modern botany.pdf","","approximate result (AR); Botany; computer-vision; disease-infected leaf; fuzzy-based classifier; strawberry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RMCJFWS3","journalArticle","2023","Garg, Shankey; Singh, Pradeep","An aggregated loss function based lightweight few shot model for plant leaf disease classification","Multimedia Tools and Applications","","15737721","10.1007/s11042-023-14372-7","http://dx.doi.org/10.1007/s11042-023-14372-7","In India, a significant portion of the annual crop is lost due to plant diseases. It is required to monitor agriculture's growth and health status of plants to help farmers take prompt actions regarding any plant disease. An automatic plant disease classification algorithm is necessary to identify and prevent plant diseases at an early stage. This paper aims to classify plant diseases using a lightweight transfer learning model using only a few samples. Few-shot classification aims to identify unseen classes while training with small labeled data. The proposed work uses an aggregated loss function formed by the combination of triplet loss and cross-entropy loss with MobileNetV2 as a base model for the effective classification of plant disease using small samples. Two publicly available datasets (PlantVillage having 54,303 leaf samples and Plantdoc having 2598 Leaf samples) were considered for the evaluation of the proposed work. Different domain splits were considered to divide the dataset into the source, and target domains, and a large quantum of experimentation is conducted on the target dataset considering various sample sizes. For the analysis of plantvillage dataset, four domain splits were considered, and it is found that an average improvement in accuracy, when compared with recent work, is 1.49% for split-1, 16.25% for split-2, 2.9% for split-3, and 2.1%for split-4 using the proposed aggregated loss and the lightweight transfer learning model for the target domain data (K-ways, N-shot). Two domain splits were considered for the plantdoc dataset, and it gives an accuracy of around 81% using 30 samples and more than 40% using only 1 sample. The proposed work is compared with several state-of-the-art works using different evaluation metrics like, loss functions, execution time, model size, and model parameters.","2023-02","2026-01-24 00:34:04","2026-01-24 00:34:04","","23797-23815","","15","82","","","","","","","","Springer Science and Business Media LLC","","","","","","","","","","","/home/aalejoz25/Zotero/storage/E7C24JR2/Garg and Singh - 2023 - An aggregated loss function based lightweight few shot model for plant leaf disease classification.pdf","","Deep learning; Few-shot classification; Lightweight models; Loss function","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ABQANIWQ","journalArticle","2025","Joshi, Kamaldeep; Hooda, Sahil; Yadav, Yashasvi; Singh, Gurdiyal; Nehra, Ashima; Tuteja, Narendra; Gill, Ritu; Gill, Sarvajeet Singh","Genetic algorithm enhanced deep learning with data augmentation for nitrogen and potassium deficiency detection in eggplant","Current Plant Biology","","22146628","10.1016/j.cpb.2025.100546","http://dx.doi.org/10.1016/j.cpb.2025.100546","The quality of horticultural crops is significantly crucial for agricultural yield because of market demand, quality, and the priority of consumers. Macronutrients like nitrogen (N) and potassium (K) are crucial for the normal growth and development of crops. Thus, detecting nutritional deficiency in eggplant is very important for ensuring optimal growth and yield. The traditional approaches are time-consuming and require expert knowledge. The previously reported research in eggplant with a deep learning (DL) approach targeted disease detection and classification work. No work has been reported on eggplant nutritional deficiency detection using the genetic algorithm (GA) based tuning approach with data augmentation. This paper presents a YOLOv9 deep-learning model, optimized with a GA to find the best hyperparameters and data augmentation techniques to increase its robustness. The study used the OLID I dataset to detect nutritional deficiencies in eggplant leaves. The experimental results show that our approach achieved an accuracy of 94.52 %, mAP50 of 94.55 %, mAP50–95 of 93.23 %, Precision of 95.9 %, Recall of 92.8 %, and F1 Score of 94.32 %. These results suggest that the proposed approach is a significant step towards developing a practical application to support farmers in detecting nutrition deficiencies in the eggplant crop.","2025","2026-01-24 00:34:04","2026-01-24 00:34:04","","100546","","","44","","","","","","","","Elsevier BV","","","","","","","","","","","/home/aalejoz25/Zotero/storage/B4YNZT4V/Joshi et al. - 2025 - Genetic algorithm enhanced deep learning with data augmentation for nitrogen and potassium deficienc.pdf","","Deep learning; Genetic algorithm; Data augmentation; Eggplant; Nutritional deficiency detection; OLID I dataset; YOLOv9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AEV5FNKP","journalArticle","2025","Devora-Guadarrama, Maryjose; Luna-Benoso, Benjamín; Alarcón-Paredes, Antonio; Martínez-Perales, Jose Cruz; Morales-Rodríguez, Úrsula Samantha","Deep Learning-Based Citrus Canker and Huanglongbing Disease Detection Using Leaf Images","Computers","","2073431X","10.3390/computers14110500","http://dx.doi.org/10.3390/computers14110500","Early detection of plant diseases is key to ensuring food production, reducing economic losses, minimizing the use of agrochemicals, and maintaining the sustainability of the agricultural sector. Citrus plants, an important source of vitamin C, fiber, and antioxidants, are among the world's most significant fruit crops but face threats such as canker and Huanglongbing (HLB), incurable diseases that require management strategies to mitigate their impact. Manual diagnosis, although common, I s imprecise, slow, and costly; therefore, efficient alternatives are emerging to identify diseases from early stages using Artificial Intelligence techniques. This study evaluated four deep learning models, specifically convolutional neural networks. In this study, we evaluated four convolutional neural network models (DenseNet121, ResNet50, EfficientNetB0, and MobileNetV2) to detect canker and HLB in citrus leaf images. We applied preprocessing and data-augmentation techniques; transfer learning via selective fine-tuning; stratified k-fold cross-validation; regularization methods such as dropout and weight decay; and hyperparameter-optimization techniques. The models were evaluated by the loss value and by metrics derived from the confusion matrix, including accuracy, recall, and F1-score. The best-performing model was EfficientNetB0, which achieved an average accuracy of 99.88% and the lowest loss value of 0.0058 using cross-entropy as the loss function. Since EfficientNetB0 is a lightweight model, the results show that lightweight models can achieve favorable performance compared to robust models, models that can be useful for disease detection in the agricultural sector using portable devices or drones for field monitoring. The high accuracy obtained is mainly because only two diseases were considered; consequently, it is possible that these results do not hold in a database that includes a larger number of diseases.","2025-11","2026-01-24 00:34:04","2026-01-24 00:34:04","","500","","11","14","","","","","","","","MDPI AG","","","","","","","","","","","/home/aalejoz25/Zotero/storage/MVHHZCKQ/Devora-Guadarrama et al. - 2025 - Deep Learning-Based Citrus Canker and Huanglongbing Disease Detection Using Leaf Images.pdf","","deep learning; citrus canker; Huanglongbing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUBEHAAK","conferencePaper","2016","Padol, Pranjali B.; Yadav, Anjali A.","SVM classifier based grape leaf disease detection","Conference on Advances in Signal Processing, CASP 2016","978-1-5090-0849-0","","10.1109/CASP.2016.7746160","https://doi.org/10.1109/casp.2016.7746160","Grape constitutes one of the most widely grown fruit crops in the India. Productivity of grape decreases due to infections caused by various types of diseases on its fruit, stem and leaf. Leaf diseases are mainly caused by bacteria, fungi, virus etc. Diseases are a major factor limiting fruit production and diseases are often difficult to control. Without accurate disease diagnosis, proper control actions cannot be used at the appropriate time. Image Processing is one of the widely used technique is adopted for the plant leaf diseases detection and classification. This paper is intended to aid in the detection and classification leaf diseases of grape using SVM classification technique. First the diseased region is found using segmentation by K-means clustering, then both color and texture features are extracted. Finally classification technique is used to detect the type of leaf disease. The proposed system can successfully detect and classify the examined disease with accuracy of 88.89%.","2016","2026-01-24 00:34:04","2026-01-24 00:34:04","","175-179","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/42I8B6XV/Padol and Yadav - 2016 - SVM classifier based grape leaf disease detection.pdf","","Image Processing; Feature extraction; K-means clustering; Leaf diseases detection; SVM Classification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2VYR87P","journalArticle","2025","Yehulu, Getachew Tadesse; Walle, Yelkal Mulualem; Haile, Melaku Bitew; Yohannes, Surafel Tsegaye; Tegegne, Andargie Geteneh; Tesfaye, Destaw Gizaw; Baye, Getachew Alemu","Mango fruit disease detection and classification using MobileNetV3_large model","Scientific African","","24682276","10.1016/j.sciaf.2025.e03061","http://dx.doi.org/10.1016/j.sciaf.2025.e03061","Mangoes are appreciated globally for their flavor, nutritional value, and economic significance, which are one of the most significant tropical fruit crops. Various fruit diseases also negatively impact mango production, decreasing yield and quality. This shows the critical necessity for precise and timely disease identification. This study targets the issue of a lack of effective automated diagnosis tools and a lack of research on diseases affecting the mango fruit rather than the leaves. To effectively identify and categorize the main diseases of mango fruit, such as Alternaria, Anthracnose, Black Mold Rot, and Stem-End Rot, a deep learning model had to be developed. A publicly available Kaggle dataset was used and augmented to 8297 samples to enhance generalization. The preprocessing phase involved background removal, image resizing, noise reduction, and z-score normalization to improve image quality and maintain consistency. Features were obtained using a customized MobileNetV3-Large architecture that significantly reduced the number of trainable parameters from 5507,432 to 566,325 and the model size from 21.8 MB to 6.29 MB, making it highly suitable for deployment on mobile and resource-constrained devices. Featured extracts were classified using the XGBoost algorithm, developing a hybrid MobileNetV3-Large–XGBoost model. Experiment results showed 98.95 % test accuracy, reflecting excellent reliability and precision in disease detection. Findings show that the proposed model not only enhances automatic fruit disease detection but also provides a viable solution for real-time disease monitoring and control. The deployment's potential helps farmers and agricultural experts with the capability to detect early infection, reduce crop loss, improve disease management approaches, and enhance sustainable mango growth.","2025","2026-01-24 00:34:04","2026-01-24 00:34:04","","e03061","","","30","","","","","","","","Elsevier BV","","","","","","","","","","","/home/aalejoz25/Zotero/storage/L92PQ7ME/Yehulu et al. - 2025 - Mango fruit disease detection and classification using MobileNetV3_large model.pdf","","Feature extraction; Deep learning model; Image-based diagnosis; Smart agriculture; XGBoost classifier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83EIRGS5","conferencePaper","2024","Raut, Savita C.; Kasat, Nilesh N.","A Review: Citrus Disease Detection Using Machine Learning Approach","2024 2nd DMIHER International Conference on Artificial Intelligence in Healthcare, Education and Industry, IDICAIEI 2024","979-8-3315-2871-3","","10.1109/IDICAIEI61867.2024.10842864","http://dx.doi.org/10.1109/IDICAIEI61867.2024.10842864","Citrus is an important fruit crops worldwide, and diseases are one of the major constraints affecting their production and quality. An early stage detection and precise classification of citrus diseases are very important for the disease management, effectively. Diseases can affect Leaves, Fruits and stem of citrus plant. Traditional methods for disease detection and classification are time-consuming and expensive. Various techniques are proposed for the classification and detection of citrus crop diseases. Use of Machine Learning algorithms like SVM, ANN, Fuzzy C-Means Classifier, KNN, and CNN classifier are proposed by many researchers worldwide after the investigation and validation of results. This work includes the study of various citrus crop diseases and the review of literature on automatic detection and identification of the diseases using machine learning and Deep learning approaches. It also includes the brief overview of the techniques in order to improve the detection accuracy using Data Augmentation and Transfer Learning.","2024-11","2026-01-24 00:34:04","2026-01-24 00:34:04","","1-5","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/EUNB5MGZ/Raut and Kasat - 2024 - A Review Citrus Disease Detection Using Machine Learning Approach.pdf","","Citrus diseases; Data Augmentation; Deep learnings(DL); Machine Learning(ML); Timely detection; Transfer Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49DJ5QXV","document","2025","Yang, Yanqiu; Mali, Priyanka; Arthur, Lawrence; Molaei, Faezeh; Atsyo, Sena; Geng, Jiarui; He, Long; Ghatrehsamani, Shirin","Advanced technologies for precision tree fruit disease management: A review","","","","10.1016/j.compag.2024.109704","http://dx.doi.org/10.1016/j.compag.2024.109704","Effective disease management in tree fruit cultivation is essential for ensuring crop health, improving yield, and minimizing economic losses. In recent years, the adoption of advanced technologies has revolutionized the approach to managing tree fruit diseases. This review explores the integration of precision agriculture tools, such as Unmanned Aerial Vehicles (UAVs), Unmanned Ground Vehicles (UGVs), and various sensor technologies, alongside sophisticated machine learning algorithms and predictive models. The effectiveness of these technologies in disease scouting, monitoring, detection, and prediction is evaluated, emphasizing their potential to enhance crop health, reduce economic losses, and minimize environmental impacts. Despite the promising advancements, challenges such as data quality, computational demands, and the need for robust, generalizable models persist. This review underscores the transformative potential of these technologies in promoting a resilient, efficient, and sustainable tree fruit industry, highlighting the need for continued research and development to fully realize their benefits.","2025-02","2026-01-24 00:34:04","2026-01-24 00:34:04","","","","","","","","","","","","","Elsevier BV","","","","","","","","","ISSN: 01681699 Pages: 109704 Publication Title: Computers and Electronics in Agriculture Volume: 229","","/home/aalejoz25/Zotero/storage/625XNPR7/Yang et al. - 2025 - Advanced technologies for precision tree fruit disease management A review.pdf","","Remote sensing; Disease diagnostic; GIS; Machine learning algorithms; Precision agriculture; Tree fruit disease management; Unmanned vehicles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6KZL5WPX","conferencePaper","2009","Feng, Jie; Li, Hongning; Shi, Junsheng; Yang, Weiping; Liao, Ningfang","Cucumber disease diagnosis using multispectral images","PIAGENG 2009: Image Processing and Photonics for Agricultural Engineering","978-0-8194-7800-9","0277786X","10.1117/12.836944","http://dx.doi.org/10.1117/12.836944","In this paper, multispectral imaging technique for plant diseases diagnosis is presented. Firstly, multispectral imaging system is designed. This system utilizes 15 narrow-band filters, a panchromatic band, a monochrome CCD camera, and standard illumination observing environment. The spectral reflectance and color of 8 Macbeth color patches are reproduced between 400nm and 700nm in the process. In addition, spectral reflectance angle and color difference is obtained through measurements and analysis of color patches using spectrometer and multispectral imaging system. The result shows that 16 narrow-bands multispectral imaging system realizes good accuracy in spectral reflectance and color reproduction. Secondly, a horticultural plant, cucumber' familiar disease are the researching objects. 210 multispectral samples are obtained by multispectral and are classified by BP artificial neural network. The classification accuracies of Sphaerotheca fuliginea, Corynespora cassiicola, Pseudoperonospora cubensis are 100%. Trichothecium roseum and Cladosporium cucumerinum are 96.67% and 90.00%. It is confirmed that the multispectral imaging system realizes good accuracy in the cucumber diseases diagnosis. ©2009 SPIE.","2009-07","2026-01-24 00:34:04","2026-01-24 00:34:04","","74890E","","","7489","","","","","","","","SPIE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/QLMQHG9J/Feng et al. - 2009 - Cucumber disease diagnosis using multispectral images.pdf","","","","Tan, Honghua; Luo, Qi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TXHYS3SF","conferencePaper","2023","Sivaganesh; Chaitra, H.; Kumar, C. V. S. S. Manohar; Kaushik, Manoj; Sharathchandra, R. G.; Nidamanuri, Rama Rao","Hyperspectral Detection of Fusarium Wilt in Tomato Plants Using Machine Learning-Based Approaches","International Geoscience and Remote Sensing Symposium (IGARSS)","979-8-3503-2010-7","","10.1109/IGARSS52108.2023.10282890","http://dx.doi.org/10.1109/IGARSS52108.2023.10282890","Crop health is vital in agricultural nations like India. One of India's most important crops, tomato, is farmed and consumed globally. Bacteria, viruses, and fungi may damage tomato plants and other food and vegetable crops. Fusarium wilt is a seed-borne fungal infection that causes severe damage in the growth and yield of tomato crop. The objective of this research is the assessment of spectral discriminability and classification of health and Fusarium wilt diseased-tomato plants using hyperspectral data. In-situ reflectance measurements of healthy and infected plants over a tomato growing region (Tumkur, Karnataka, India) have been collected, processed, and analyzed to spectrally differentiate diseased and healthy plants. Various statistical and machine-learning approaches have been applied for assessing the spectral discrimination of diseased plants with sensitivity to five different levels of disease severity. Results suggest the existence of stable spectral features which differentiate healthy and diseases plants at distinct levels of disease severity. The discrimination has substantial variance with the method used. Amongst the methods used, Linear Discriminant Analysis (LDA), Gradient Boosting, and XGBoost methods offer spectral discrimination of about 80% accuracy.","2023-07","2026-01-24 00:34:04","2026-01-24 00:34:04","","7583-7585","","","2023-July","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/AJWCQYSW/Sivaganesh et al. - 2023 - Hyperspectral Detection of Fusarium Wilt in Tomato Plants Using Machine Learning-Based Approaches.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H86FUI4K","conferencePaper","2025","Zaludin, Zakirah; Khalid, Nurul Syahirah; Danial, Nor Dalila Binti Nor; Ayob, Mohd Nasir; Hasan, Mohd Zamri; Ibrahim, Ismail Ishaq","Machine Learning (ML) and Deep Learning (DL) Based Detection of Bacterial Heart Rot (BHR) in Pineapple Leaves","2025 IEEE 15th International Conference on System Engineering and Technology (ICSET)","979-8-3315-3906-1","","10.1109/ICSET65917.2025.11283911","https://ieeexplore.ieee.org/document/11283911/","","2025-10","2026-01-24 00:34:04","2026-01-24 00:34:04","","318-323","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/TGG7QDQ6/Zaludin et al. - 2025 - Machine Learning (ML) and Deep Learning (DL) Based Detection of Bacterial Heart Rot (BHR) in Pineapp.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SW58P9RV","conferencePaper","2023","Manjunatha, B.; Moorthy, K. Sankara; Srinivasan, Vellayan; Awasthi, Manuj; Ashok, Merugu; Suresh, M.","Machine Learning and Internet of Things for infection Prediction in Fruits and Vegetables","Proceedings of the 2023 2nd International Conference on Augmented Intelligence and Sustainable Systems, ICAISS 2023","979-8-3503-2579-9","0094-243X","10.1109/ICAISS58487.2023.10250558","http://dx.doi.org/10.1063/5.0189928","Future agriculture will depend heavily on connected devices, detectors and the Internet of Things (IoT) to be more productive and sustainable. WSNs Technology-based communications and data can be used to solve the majority of the critical challenges in economics, technology, and environmental protection. Increasing the number of connected devices produces a significant amount of data in many different modalities. Additionally, geographical and temporal factors contribute to the rise in the number of networked devices. After being carefully processed and analyzed, this enormous volume of data will offer a deeper understanding that motivation enhances future forecasting, executive, and management of sensor compulsion.","2023","2026-01-24 00:34:04","2026-01-24 00:34:04","","587-592","","","3110","","","","","","","","AIP Publishing","","","","","","","","","","","/home/aalejoz25/Zotero/storage/38VKPJZE/Manjunatha et al. - 2023 - Machine Learning and Internet of Things for infection Prediction in Fruits and Vegetables.pdf","","Machine Learning; Agriculture; Crops; Infection; Internet of Things; Plants; Wireless","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHLN3JAU","conferencePaper","2025","Zhang, Kai Ting; Su, Chien Hsing; Tang, Jih Hsin","Application of Deep Learning-Based Visual Recognition for the Prevention of Rose Leaf Mite Damage","ICCE-Taiwan 2025 - 12th IEEE International Conference on Consumer Electronics - Taiwan: Generative AI in Innovative Consumer Technology, Proceedings","979-8-3315-8741-3","","10.1109/ICCE-Taiwan66881.2025.11208032","https://doi.org/10.1109/icce-taiwan66881.2025.11208032","This study applies Convolutional Neural Networks (CNNs) to detect two-spotted spider mite (Tetranychus urticae) infestations on rose leaves in Taiwan. Rose cultivation, a vital component of Taiwan's horticultural industry, is frequently threatened by these infestations, which cause leaf chlorosis and substantial yield losses. A dataset comprising 1,051 images of both healthy and infested rose leaves was constructed, and AlexNet and VGG16 models were employed for classification. K-Fold cross-validation was used to enhance model robustness and the reliability of evaluation. Experimental results show that the VGG16 model achieved superior performance, with 90.11% accuracy and a standard deviation of 1.39%, outperforming AlexNet, which attained 88.11% accuracy.","2025","2026-01-24 00:34:04","2026-01-24 00:34:04","","343-344","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/74AMWRM3/Zhang et al. - 2025 - Application of Deep Learning-Based Visual Recognition for the Prevention of Rose Leaf Mite Damage.pdf","","Deep Learning; Agriculture; Image Recognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2HYVSISX","conferencePaper","2024","Krishnan, Hari; Priyadharshini, K.; Gowsic, M.; Mahesh, N.; Vijayananth, S.; Sudhakar, P.","Retraction Notice: Plant disease analysis using image processing in MATLAB","2019 IEEE International Conference on System, Computation, Automation and Networking (ICSCAN)","978-1-7281-1525-2","","10.1109/icscan46389.2019.10702764","","","2024-03","2026-01-24 00:34:04","2026-01-24 00:34:04","","1","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/JR9PE5VA/Krishnan et al. - 2024 - Retraction Notice Plant disease analysis using image processing in MATLAB.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CKZDTXJ4","conferencePaper","2023","Rayed, Md Eshmam; Abdullah-Al-Akib; Alfaz, Nazia; Niha, Sadia Islam; Islam, S. M. Sajibul","A vision transformer-based approach for recognizing seven prevalent mango leaf diseases","2023 26th International Conference on Computer and Information Technology, ICCIT 2023","979-8-3503-5901-5","","10.1109/ICCIT60459.2023.10441449","http://dx.doi.org/10.1109/ICCIT60459.2023.10441449","Plant diseases, particularly affecting fruit crops, pose a significant challenge to the worldwide supply of fresh food due to their direct impact on the quality of fruits, resulting in an overall decline in agricultural production. The traditional approach of detecting leaf diseases in fruit plants requires farmers to undertake manual inspection which exhibits a lack of reliability and consistency. Moreover, the manual inspection procedure is prone to errors due to its reliance on the farmer's knowledge and skill. Mango referred to as the ""king of all fruits"", is renowned for its rich composition of various vitamins and vital nutrients. Mangoes are susceptible to many diseases that adversely damage their visual appeal, and flavor, and have significant implications on the overall economy. The identification of diseases affecting mango plant leaves using automated recognition remains a challenge due to the diverse range of symptoms and limited availability of data. There have been several deep learning-based research studies focused on identifying diseases in mango leaves; however, the majority of these studies have employed a convolutional neural network (CNN) trained on a small number of data. This study presents a Vision Transformer (ViT) based approach to detect diseases in mango leaves using publicly available data namely MangoLeafBD. The ViT model has been selected as the detection model due to its parameter efficiency compared to deep CNN models. The ViT has produced remarkable overall classification accuracy of 100%, precision of 100%, recall of 100%, and f1-score of 100% for disease detection on mango leaves which is better than the existing CNN approaches on the MangoLeafBD dataset. This demonstrates that our approach has the potential to assist farmers in the field by providing automated, simple, and more reliable mango leaf disease diagnosis.","2023","2026-01-24 00:34:04","2026-01-24 00:34:04","","1-6","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/PV74U6Y3/Rayed et al. - 2023 - A vision transformer-based approach for recognizing seven prevalent mango leaf diseases.pdf","","Deep learning; Image classification; Mango leaf disease; Vision Transformer (ViT)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BARGI5CG","conferencePaper","2024","Janjua, Ubaid ur Rehman; Maimaitijiang, Maitiniyazi; Millett, Bruce; Yabwalo, Dalitso; Dilmurat, Kamila; Billah, Mohammad Maruf; Khan, Shahid Nawaz; Shires, Madalyn; Sehgal, Sunish K.; Ali, Shaukat","Wheat Fusarium Head Blight Disease Severity Estimation using UAS Multispectral Imagery and Machine Learning","2024 International Conference on Frontiers of Information Technology, FIT 2024","979-8-3315-1050-3","","10.1109/FIT63703.2024.10838453","http://dx.doi.org/10.1109/FIT63703.2024.10838453","Wheat is an important primary crop that feeds billions of people worldwide. Wheat diseases, particularly Fusarium Head Blight (FHB), often have severe effects on yield quality and the health of humans and livestock. Traditional field-based methods for monitoring wheat diseases are time-consuming and inefficient. Remote sensing approach, particularly the use of aerial imaging via Uncrewed Aircraft Systems (UAS) has become an essential tool for fine-scale and rapid field scouting and crop disease monitoring in recent years. This study investigates the potential of combining high-resolution UAS multispectral imagery with machine learning (ML) methods to detect FHB disease severity. Two experimental wheat fields were set up in Brookings, South Dakota, USA, in 2022. The severity of FHB disease was assessed periodically through visual observation, with synchronous UAS flights collecting multispectral imagery. UAS-based canopy spectral and texture features were derived and used as input variables to develop ML-based classification and regression models to estimate FHB disease severity. Conventional ML methods such as Support Vector Machine (SVM) and Random Forest (RF), along with deep learning models like Deep Neural Network (DNN) and One-Dimensional Convolutional Neural Network (1D-CNN), were employed. SVM demonstrated superior performance in both classification and regression analyses for predicting FHB disease severity levels, achieving an overall accuracy of 0.80 using texture features in classification and an R2 of 0.73 using spectral features in regression. The results show that both spectral and texture features are important features for estimating wheat FHB disease severity. UAS remote sensing, coupled with ML-based approaches, provides a rapid and accurate method to assess FHB disease severity at a fine scale over large areas.","2024","2026-01-24 00:34:04","2026-01-24 00:34:04","","1-6","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/6UY5L2RT/Janjua et al. - 2024 - Wheat Fusarium Head Blight Disease Severity Estimation using UAS Multispectral Imagery and Machine L.pdf","","machine learning; Fusarium Head Blight (FHB); spectral features; texture features; Uncrewed Aircraft Systems (UAS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TD7MCHXZ","conferencePaper","2022","Rekha, K. S.; Phaneendra, H. D.; Gandha, B. C. Shri; Rohan, H.; Niranjan, B. N. Sai; Badrinat, Chitrala","Disease Detection in Tomato Plants Using CNN","2022 IEEE 3rd Global Conference for Advancement in Technology, GCAT 2022","978-1-6654-6853-4","","10.1109/GCAT55367.2022.9972186","http://dx.doi.org/10.1109/GCAT55367.2022.9972186","Tomato is one of the highest yield cash crops in the World and is produced in large quantity to fulfil the huge market demand. In India tomato season prevails throughout the year and has high commercial value, it is harvested four times a year based on the geo location. Diseases indirectly affect the quality and yield of the crops. In this regard always prevention is better than cure is the best way to go, so early diseases detection plays a crucial role for high quality yielding and plays a crucial role in scientific agricultural practice with proper pesticides for specific category of disease. The objective of the study is to categorise tomato diseases using deep hidden layers of Convolution Neural Network (CNN),for the identification and classifying 8different classes of diseases in tomato leaf with an accuracy around 94.17%, our model which uses CNN allows the farmers to get an accurate disease prediction based on the photo uploaded by them and remedies for the diseases is suggested, the processing of image is done by using feature extraction methods where feature such as shape, colour, and texture are taken in consideration.","2022-10","2026-01-24 00:34:04","2026-01-24 00:34:04","","1-6","","","","","","","","","","","IEEE","","","","","","","","","","","/home/aalejoz25/Zotero/storage/BMBJ44TV/Rekha et al. - 2022 - Disease Detection in Tomato Plants Using CNN.pdf","","Convolution Neural Network (CNN)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
